,author1,author2
5267,王红扬,冯建喜
5268,王红扬,冯圆圆
5269,王红扬,周扬
5270,冯建喜,冯圆圆
5271,冯建喜,周扬
5272,冯圆圆,周扬
5273,黄明华,杨郑鑫
5274,黄明华,巩岳
5275,杨郑鑫,巩岳
5276,胡海龙,王波
5277,韩明霞,过孝民
5278,陈志诚,侯雷
5279,王京元,郑贤
5280,王京元,莫一魁
5281,郑贤,莫一魁
5282,段宁,黄握瑜
5283,叶斌,程茂吉
5284,叶斌,张媛明
5285,程茂吉,张媛明
5286,赵海波,董润润
5287,赵海波,刘武君
5288,董润润,刘武君
5289,刘青昊,李建波
5290,贺传皎,李江
5291,阳建强,罗超
5292,卜雪旸,运迎霞
5293,刘奇志,朱志兵
5294,罗小龙,张京祥
5295,罗小龙,殷洁
5296,张京祥,殷洁
5297,王兴平,涂志华
5298,王兴平,戎一翎
5299,涂志华,戎一翎
5300,贾生华,郑文娟
5301,贾生华,田传浩
5302,郑文娟,田传浩
5303,魏薇,王炜
5304,魏薇,胡适人
5305,王炜,胡适人
5306,刘涟涟,陆伟
5307,王建国,阳建强
5308,王建国,杨俊宴
5309,阳建强,杨俊宴
5310,宋博,赵民
5311,魏成,沈静
5312,魏成,范建红
5313,沈静,范建红
5314,韦亚平,张晨
5315,韦亚平,张宗彝
5316,韦亚平,沈奕
5317,张晨,张宗彝
5318,张晨,沈奕
5319,张宗彝,沈奕
5320,刘全波,刘晓明
5321,汪波,龚威平
5322,汪波,王海平
5323,汪波,房媛
5324,汪波,邢哲
5325,龚威平,王海平
5326,龚威平,房媛
5327,龚威平,邢哲
5328,王海平,房媛
5329,王海平,邢哲
5330,房媛,邢哲
5331,周剑云,戚冬瑾
5332,卢柯,张逸
5333,于亚滨,马双全
5334,张建喜,孙敏
5335,张建喜,范晓磊
5336,孙敏,范晓磊
5337,孙敏,杜立柱
5338,孙敏,潘玮
5339,杜立柱,潘玮
5340,刘莹,罗辑
5341,刘莹,吴阅辛
5342,罗辑,吴阅辛
5343,万宁,潘玮
5344,万宁,吕海蓉
5345,潘玮,吕海蓉
5346,阙维民,任疆
5347,汪晖,王兰兰
5348,汪晖,陶然
5349,王兰兰,陶然
5350,袁奇峰,方正兴
5351,袁奇峰,黄莉
5352,袁奇峰,熊青
5353,方正兴,黄莉
5354,方正兴,熊青
5355,黄莉,熊青
5356,赵珂,冯月
5357,赵珂,韩贵锋
5358,冯月,韩贵锋
5359,钮心毅,李时锦
5360,钮心毅,宋小冬
5361,钮心毅,钟家晖
5362,钮心毅,谭迎辉
5363,李时锦,宋小冬
5364,李时锦,钟家晖
5365,李时锦,谭迎辉
5366,宋小冬,钟家晖
5367,宋小冬,谭迎辉
5368,钟家晖,谭迎辉
5369,王武科,张凌
5370,王武科,胡东海
5371,张凌,胡东海
5372,王德,农耘之
5373,王德,朱玮
5374,农耘之,朱玮
5375,叶红,郑书剑
5376,叶红,邓毛颖
5377,郑书剑,邓毛颖
5378,王勇,李广斌
5379,官卫华,叶斌
5380,官卫华,王耀南
5381,叶斌,王耀南
5382,江海燕,周春山
5383,江海燕,高军波
5384,周春山,高军波
5385,罗彦,周春山
5386,朱兆丽,李青
5387,顾春平,陈伟瑾
5388,顾春平,奚赛英
5389,顾春平,孙君
5390,陈伟瑾,奚赛英
5391,陈伟瑾,孙君
5392,奚赛英,孙君
5393,周晟,李永全
5394,周晟,邹斌
5395,李永全,邹斌
5396,张春敏,刘全海
5397,周金晶,李枫
5398,周金晶,陈景进
5399,李枫,陈景进
5400,林坚,宋丽青
5401,林坚,马晨越
5402,宋丽青,马晨越
5403,叶永,刘南
5404,姜允芳,石铁矛
5405,姜允芳,赵淑红
5406,石铁矛,赵淑红
5407,徐强,戴慎志
5408,叶斌,刘正平
5409,叶斌,宣莹
5410,刘正平,宣莹
5411,杨俊宴,高源
5412,杨俊宴,雒建利
5413,高源,雒建利
5414,尹强,王佳文
5415,尹强,吕晓蓓
5416,王佳文,吕晓蓓
5417,邹兵,陆佳
5418,邹兵,周铭
5419,陆佳,周铭
5420,陆佳,邹兵
5421,陆佳,樊行
5422,邹兵,樊行
5423,石爱华,范钟铭
5424,邹兵,范军
5425,邹兵,张永宾
5426,邹兵,王桂林
5427,范军,张永宾
5428,范军,王桂林
5429,张永宾,王桂林
5430,张泉,施嘉泓
5431,王世营,蔡军
5432,武田艳,何芳
5433,魏皓严,许靖涛
5434,李小云,田银生
5435,戴维,长谷川直树
5436,戴维,铃木博志
5437,长谷川直树,铃木博志
5438,徐怡珊,周典
5439,徐怡珊,玉镇珲
5440,周典,玉镇珲
5441,王福定,马骁
5442,邢天河,崔建甫
5443,王海乾,苗运涛
5444,程遥,赵民
5445,罗小龙,田冬
5446,杨俊宴,吕传廷
5447,杨俊宴,杨明
5448,杨俊宴,章飙
5449,吕传廷,杨明
5450,吕传廷,章飙
5451,杨明,章飙
5452,王勇,谭静
5453,谢广靖,张恒
5454,谢广靖,郭本峰
5455,张恒,郭本峰
5456,韩青,顾朝林
5457,韩青,袁晓辉
5458,顾朝林,袁晓辉
5459,张建华,刘建军
5460,张莉,郭枫
5461,侯爱敏,耿立晴
5462,侯爱敏,张丹华
5463,侯爱敏,魏美英
5464,耿立晴,张丹华
5465,耿立晴,魏美英
5466,张丹华,魏美英
5467,袁新国,王兴平
5468,张建荣,李孝娟
5469,陈稳亮,张祖群
5470,陈稳亮,赵荣
5471,张祖群,赵荣
5472,于静,张志伟
5473,于静,蔡文婷
5474,张志伟,蔡文婷
5475,唐春媛,林从华
5476,唐春媛,柯美红
5477,林从华,柯美红
5478,白宁,段德罡
5479,王蒙徽,李郇
5480,王蒙徽,潘安
5481,李郇,潘安
5482,王婳,王泽坚
5483,王婳,朱荣远
5484,王婳,龚志渊
5485,王泽坚,朱荣远
5486,王泽坚,龚志渊
5487,朱荣远,龚志渊
5488,周燕珉,林婧怡
5489,唐子来,马向明
5490,唐子来,刘青昊
5491,唐子来,相秉军
5492,唐子来,刘佳福
5493,唐子来,宋劲松
5494,马向明,刘青昊
5495,马向明,相秉军
5496,马向明,刘佳福
5497,马向明,宋劲松
5498,刘青昊,相秉军
5499,刘青昊,刘佳福
5500,刘青昊,宋劲松
5501,相秉军,刘佳福
5502,相秉军,宋劲松
5503,刘佳福,宋劲松
5504,赵民,鹿斌佐
5505,赵民,袁锦富
5506,赵民,闫整
5507,赵民,张一成
5508,赵民,彭敏学
5509,赵民,李洪斌
5510,赵民,刘光治
5511,赵民,宋劲松
5512,赵民,何韶瑶
5513,鹿斌佐,袁锦富
5514,鹿斌佐,闫整
5515,鹿斌佐,张一成
5516,鹿斌佐,彭敏学
5517,鹿斌佐,李洪斌
5518,鹿斌佐,刘光治
5519,鹿斌佐,宋劲松
5520,鹿斌佐,何韶瑶
5521,袁锦富,闫整
5522,袁锦富,张一成
5523,袁锦富,彭敏学
5524,袁锦富,李洪斌
5525,袁锦富,刘光治
5526,袁锦富,宋劲松
5527,袁锦富,何韶瑶
5528,闫整,张一成
5529,闫整,彭敏学
5530,闫整,李洪斌
5531,闫整,刘光治
5532,闫整,宋劲松
5533,闫整,何韶瑶
5534,张一成,彭敏学
5535,张一成,李洪斌
5536,张一成,刘光治
5537,张一成,宋劲松
5538,张一成,何韶瑶
5539,彭敏学,李洪斌
5540,彭敏学,刘光治
5541,彭敏学,宋劲松
5542,彭敏学,何韶瑶
5543,李洪斌,刘光治
5544,李洪斌,宋劲松
5545,李洪斌,何韶瑶
5546,刘光治,宋劲松
5547,刘光治,何韶瑶
5548,宋劲松,何韶瑶
5549,尹稚,陶滔
5550,尹稚,黄向球
5551,尹稚,王富海
5552,尹稚,张亚津
5553,尹稚,唐曦文
5554,陶滔,黄向球
5555,陶滔,王富海
5556,陶滔,张亚津
5557,陶滔,唐曦文
5558,黄向球,王富海
5559,黄向球,张亚津
5560,黄向球,唐曦文
5561,王富海,张亚津
5562,王富海,唐曦文
5563,张亚津,唐曦文
5564,蒋蓉,邱建
